id,observed_at_utc,latitude,longitude,common_name,scientific_name,ebird_species_code,age,sex,bird_status,cause,year
a633d41c-2a3f-43d7-b6d6-0478d9a741b9,2023-05-01,33.779798,-84.401028,Eastern Bluebird,Sialia sialis,easblu,JUVENILE,UNKNOWN,DEAD,collision with building/structure,2023
b6c9f3f3-92a5-4f8f-ba50-0b4882087c39,2023-05-01,33.779673,-84.396694,Indigo Bunting,Passerina cyanea,indbun,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,2023
2ac04efb-846a-4987-b7fa-6798e61722d0,2023-05-01,33.779799,-84.396527,Indigo Bunting,Passerina cyanea,indbun,UNKNOWN,UNKNOWN,DEAD,unknown,2023
fcbd2df3-9a87-488c-806f-12083201d3e4,2023-05-01,33.778662,-84.396887,unknown,unknown,,JUVENILE,UNKNOWN,DEAD,fell out of nest,2023
bc0cb504-9bb4-4c5d-89b9-ca6c898bee53,2023-05-01,33.780874,-84.397942,Indigo Bunting,Passerina cyanea,indbun,ADULT,UNKNOWN,DEAD,unknown,2023
fa564a07-8d30-4a8d-8f2c-04b1f11f7bcb,2023-05-01,33.778851,-84.396815,Ovenbird,Seiurus aurocapilla,ovenbi1,UNKNOWN,UNKNOWN,DEAD,unknown,2023
57e152a9-285d-4adf-9600-eca18bcfd185,2023-05-01,33.780022,-84.396256,Ovenbird,Seiurus aurocapilla,ovenbi1,ADULT,UNKNOWN,DEAD,unknown,2023
1e30e003-0067-4ba6-8e61-8c18ecd67d98,2023-05-01,33.779666,-84.396855,Indigo Bunting,Passerina cyanea,indbun,ADULT,MALE,DEAD,unknown,2023
ce35c691-9753-4322-9c56-56adac235c06,2023-05-02,33.779723,-84.396684,Indigo Bunting,Passerina cyanea,indbun,UNKNOWN,UNKNOWN,DEAD,unknown,2023
a67bb56d-72be-467f-8750-cf7fb24d96cb,2023-05-02,33.780091,-84.396711,Ovenbird,Seiurus aurocapilla,ovenbi1,ADULT,UNKNOWN,DEAD,collision with building/structure,2023
bbe49a21-f796-416f-a3c8-9d504f43974b,2023-05-02,33.780244,-84.396725,Swainson's Thrush,Catharus ustulatus,swathr,ADULT,UNKNOWN,DEAD,collision with building/structure,2023
253cc4c3-6c46-4f35-a674-fd53c392e0b2,2023-05-02,33.779948,-84.396544,Swainson's Thrush,Catharus ustulatus,swathr,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,2023
34ee315a-181d-42dc-8005-8c5ac62d3ce5,2023-05-02,33.779868,-84.396573,Ovenbird,Seiurus aurocapilla,ovenbi1,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,2023
9eae8012-9ba5-4bab-b337-116fc15ca641,2023-05-02,33.770614,-84.390965,Swainson's Thrush,Catharus ustulatus,swathr,UNKNOWN,UNKNOWN,DEAD,unknown,2023
05ff3a4d-36ab-40b9-b664-133c2de57414,2023-05-04,33.780062,-84.396749,Red-eyed Vireo,Vireo olivaceus,reevir1,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,2023
91e9ca24-e1cc-47cb-beb4-6139134188ad,2023-05-05,33.776901,-84.397367,Yellow-breasted Chat,Icteria virens,yebcha,UNKNOWN,UNKNOWN,DEAD,unknown,2023
580f959c-f170-4479-81ae-e60b5e20b724,2023-05-06,33.77979,-84.396684,American Redstart,Setophaga ruticilla,amered,ADULT,MALE,DEAD,collision with building/structure,2023
5ad34a01-a249-441e-ad37-c0f2448a6402,2023-05-09,33.774934,-84.396114,Red-eyed Vireo,Vireo olivaceus,reevir1,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,2023
d88aa917-08c9-47a1-94d1-db5e83f68d2c,2023-05-11,33.780008,-84.396669,Blue Grosbeak,Passerina caerulea,blugrb1,ADULT,FEMALE,DEAD,collision with building/structure,2023
dddef486-a9d2-42b7-a389-218954c47f7c,2023-05-14,33.773819,-84.391286,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown,2023
7c78d139-4a0e-4796-b377-194ca9b12c5f,2023-05-19,33.779758,-84.396591,Ovenbird,Seiurus aurocapilla,ovenbi1,ADULT,UNKNOWN,DEAD,collision with building/structure,2023
9374f076-9c8e-4638-9161-2e6527cba750,2023-05-23,33.773596,-84.391329,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown,2023
765a5487-2c1c-4035-a3bc-97a9d71b993e,2023-05-23,33.77668,-84.396704,Yellow-billed Cuckoo,Coccyzus americanus,yebcuc,UNKNOWN,UNKNOWN,DEAD,unknown,2023
54f3aa7b-657a-422b-b60b-aa005a78638e,2023-05-25,33.776435,-84.396724,Yellow-billed Cuckoo,Coccyzus americanus,yebcuc,ADULT,UNKNOWN,DEAD,unknown,2023
cf5835c3-6856-460b-854e-5c1ff1666a4d,2023-05-25,33.776395,-84.396724,Yellow-billed Cuckoo,Coccyzus americanus,yebcuc,ADULT,UNKNOWN,DEAD,unknown,2023
