id,observed_at_utc,latitude,longitude,common_name,scientific_name,ebird_species_code,age,sex,bird_status,cause,year
e94c7de1-cf5d-4df5-879c-7a07149246b0,2023-10-02,33.778826,-84.399904,Scarlet Tanager,Piranga olivacea,scatan,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,2023
a1a9e59f-1df1-4245-a9d7-d1b25aae8e58,2023-10-02,33.775289,-84.387425,warbler sp. (Parulidae sp.),Parulidae sp.,warble,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,2023
a08b4547-3628-4907-86be-2ebe32901cc9,2023-10-09,33.779974,-84.396619,Rose-breasted Grosbeak,Pheucticus ludovicianus,robgro,ADULT,FEMALE,DEAD,collision with building/structure,2023
a3c1035b-c557-472e-9e39-53307afcfe25,2023-10-10,33.779987,-84.396579,Tennessee Warbler,Leiothlypis peregrina,tenwar,ADULT,UNKNOWN,DEAD,collision with building/structure,2023
0485181e-982a-4d79-a1a3-abf3fd5eb1c2,2023-10-10,33.779959,-84.403366,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown,2023
a3dd170d-318c-4466-970e-270b12140728,2023-10-11,33.769208,-84.391569,Tennessee Warbler,Leiothlypis peregrina,tenwar,UNKNOWN,UNKNOWN,DEAD,unknown,2023
6ecf62b8-f83a-4480-a104-5f7291267a59,2023-10-11,33.776993,-84.396356,American Redstart,Setophaga ruticilla,amered,JUVENILE,UNKNOWN,DEAD,collision with building/structure,2023
d4fe0fcf-fca1-4254-a626-9b0b97f55425,2023-10-12,33.776242,-84.3889,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown,2023
28c2ad26-bd5d-49e7-8641-f58085e3a86d,2023-10-14,33.773728,-84.401307,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown,2023
15ab72ed-ab22-488d-9d2a-5c7be6f2df50,2023-10-14,33.78001,-84.396638,Tennessee Warbler,Leiothlypis peregrina,tenwar,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,2023
66ea7259-3880-439c-85e9-cdbfcf4bf84e,2023-10-14,33.779718,-84.396645,Swainson's Thrush,Catharus ustulatus,swathr,ADULT,UNKNOWN,DEAD,collision with building/structure,2023
f3696b9b-6107-438e-b9a2-b6cc18c5334a,2023-10-15,33.779706,-84.396581,Wood Thrush,Hylocichla mustelina,woothr,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,2023
7dbab651-7328-4638-bd99-c2ed5f99e392,2023-10-15,33.779583,-84.396608,Swainson's Thrush,Catharus ustulatus,swathr,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,2023
