id,observed_at_utc,latitude,longitude,common_name,scientific_name,ebird_species_code,age,sex,bird_status,cause,year
ecc401b6-e1ff-481d-8e97-baa83385c6b2,2024-01-04,33.779773,-84.396592,American Woodcock,Scolopax minor,amewoo,UNKNOWN,UNKNOWN,INJURED,collision with building/structure,2024
72cbc59f-b9a1-415d-bd98-143f13c56bb1,2024-01-04,33.77975,-84.396624,American Woodcock,Scolopax minor,amewoo,UNKNOWN,UNKNOWN,INJURED,collision with building/structure,2024
1d8dd262-64bc-4c8c-9470-1a53527db200,2024-02-08,33.779984,-84.397482,Eastern Towhee,Pipilo erythrophthalmus,eastow,ADULT,MALE,DEAD,collision with building/structure,2024
ec35a2cd-18d6-4b63-9021-95f55dcf647f,2024-02-23,33.776315,-84.395622,American Robin,Turdus migratorius,amerob,ADULT,UNKNOWN,DEAD,collision with building/structure,2024
e73e2fad-bc29-4db9-9d8b-95cc91a3aa2c,2024-03-05,33.779782,-84.39668,Brown Thrasher,Toxostoma rufum,brnthr,ADULT,UNKNOWN,DEAD,collision with building/structure,2024
b497f3e1-1656-459f-b8df-c83875fbedf7,2024-03-11,33.780071,-84.396093,Cedar Waxwing,Bombycilla cedrorum,cedwax,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,2024
f2aa5720-af83-4a49-928a-2ca11e156f99,2024-03-12,33.779896,-84.395976,Cedar Waxwing,Bombycilla cedrorum,cedwax,ADULT,UNKNOWN,DEAD,collision with building/structure,2024
b0051e5b-bbc9-4cda-abf8-ed52d8fd980d,2024-03-16,33.780097,-84.39664,Cedar Waxwing,Bombycilla cedrorum,cedwax,ADULT,UNKNOWN,DEAD,collision with building/structure,2024
2250a589-4af5-4aa1-9588-84d0b71f6095,2024-04-01,33.777126,-84.397235,Hermit Thrush,Catharus guttatus,herthr,UNKNOWN,UNKNOWN,DEAD,unknown,2024
2621452f-3e97-4f85-b5e3-c4b4f124859f,2024-04-02,33.774855,-84.397734,Northern Mockingbird,Mimus polyglottos,normoc,UNKNOWN,UNKNOWN,DEAD,unknown,2024
859bc744-68d9-4771-a660-566f9a9da22b,2024-04-10,33.771764,-84.393929,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown,2024
2932da01-5f31-4614-8c4b-c411bb2b8fa8,2024-04-10,33.780166,-84.39664,Ovenbird,Seiurus aurocapilla,ovenbi1,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,2024
66be39e5-9faf-4f4f-9b87-852aafefd00d,2024-04-13,33.779696,-84.404847,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown,2024
fe10c4ad-c949-41cd-9540-f35a7a918b98,2024-04-15,33.772971,-84.395865,bird sp.,Aves sp.,bird1,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,2024
