id,observed_at_utc,latitude,longitude,common_name,scientific_name,ebird_species_code,age,sex,bird_status,cause
95e9b946-5ec7-4efa-bbc1-0d7f820633cc,,33.774301,-84.395369,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown
f0e4069d-a62a-41f4-bc40-49bb74bcb698,,33.778556,-84.397024,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,collision with building/structure
ccb135e9-8338-4e36-b9b2-4d23df328034,,33.774177,-84.39583,Swainson's Thrush,Catharus ustulatus,swathr,ADULT,UNKNOWN,DEAD,collision with building/structure
66250291-e555-47ea-ad4c-ef437bd19798,,33.774174,-84.395814,Swainson's Thrush,Catharus ustulatus,swathr,ADULT,UNKNOWN,DEAD,collision with building/structure
08824421-44b3-4f0f-98dc-b0e3170b0d15,,33.775185,-84.396554,Swainson's Thrush,Catharus ustulatus,swathr,ADULT,UNKNOWN,DEAD,collision with building/structure
481557fb-9a63-4f5b-a6d5-2e7341f2eb9b,2022-09-21 18:11:45+00:00,33.776968,-84.396066,thrush sp.,Turdidae sp.,thrush1,UNKNOWN,UNKNOWN,DEAD,collision with building/structure
fd690c4c-e973-4e94-afcc-69c0ddea90a1,,33.777081,-84.400985,Acadian Flycatcher,Empidonax virescens,acafly,ADULT,UNKNOWN,DEAD,collision with building/structure
454e1efb-cd08-40ff-8058-87121293e6e4,,33.780008,-84.396511,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,collision with building/structure
d3a09509-040e-422b-bbd3-72ea8b6fee34,2022-09-23 14:22:50+00:00,33.779715,-84.396672,Wood Thrush,Hylocichla mustelina,woothr,UNKNOWN,UNKNOWN,DEAD,collision with building/structure
e306df0f-3091-4998-ad4a-d9fbff16e3c9,2022-09-23 14:36:02+00:00,33.779748,-84.396686,Wood Thrush,Hylocichla mustelina,woothr,UNKNOWN,UNKNOWN,DEAD,collision with building/structure
5f17901f-670f-47fd-8809-10e8dfcf81e7,2022-09-23 14:38:55+00:00,33.777353,-84.397372,Mourning Dove,Zenaida macroura,moudov,ADULT,UNKNOWN,DEAD,collision with building/structure
cdd331c8-7f5a-4b08-90c3-8d7d2867c8ea,,33.777049,-84.397386,Mourning Dove,Zenaida macroura,moudov,ADULT,UNKNOWN,DEAD,collision with building/structure
325c7ebe-2ecb-45a3-a1c1-f9e2bd9b68d1,2022-09-25 16:28:15+00:00,33.777214,-84.394923,Yellow-billed Cuckoo,Coccyzus americanus,yebcuc,UNKNOWN,UNKNOWN,DEAD,unknown
