id,observed_at_utc,created_at_utc,updated_at_utc,latitude,longitude,location_accuracy_meters,mobile_device_gps_source,common_name,scientific_name,ebird_species_code,age,sex,bird_status,cause,notes,image
bd53e564-be00-4d8e-a3f4-852afbd6d2a7,2022-07-02 02:25:15+00:00,2022-07-02 02:26:50.303400+00:00,2022-09-06 22:46:45.197504+00:00,33.779973,-84.396797,35,TRUE,American Robin,Turdus migratorius,amerob,JUVENILE,UNKNOWN,DEAD,unknown,I always see dead birds in this location this is 6 or 7 bird that I saw,https://backend-static.dbird.org/uploads/ca6c3a86-70b2-4c65-a98b-3ab69f5b263c.jpeg
08f91c15-9fa1-4745-8bb9-a89c79cdbd23,2022-07-06 21:00:35.532000+00:00,2022-07-08 19:34:32.822736+00:00,2022-07-08 19:34:32.822759+00:00,33.775674,-84.401892,,FALSE,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown,,
45026ba3-e9ec-4424-9b06-18e150c09731,2022-07-08 12:45:14+00:00,2022-07-08 12:47:12.145030+00:00,2022-09-06 22:46:07.558122+00:00,33.775981,-84.402008,,FALSE,Mourning Dove,Zenaida macroura,moudov,JUVENILE,UNKNOWN,DEAD,collision with building/structure,,https://backend-static.dbird.org/uploads/5b805b80-8bf3-4ba4-9cbc-9664f66260f7.jpg
bcc5c030-dd99-4e9d-9b51-d5e4215879e0,2022-07-13 17:35:49.531000+00:00,2022-07-13 17:38:31.979781+00:00,2022-07-13 17:38:31.979805+00:00,33.780629,-84.397634,,FALSE,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown,There are two,https://backend-static.dbird.org/uploads/d2733f60-0838-43fe-b8b4-a265db2041f7.jpg
134112f6-6deb-459a-8f61-48a26327a66d,2022-07-18 16:41:25+00:00,2022-07-18 16:43:43.276635+00:00,2024-11-14 18:17:17.030266+00:00,33.774246,-84.395602,15.92,TRUE,House Finch,Haemorhous mexicanus,houfin,UNKNOWN,UNKNOWN,DEAD,unknown,,https://backend-static.dbird.org/uploads/613ec128-ae16-4289-a797-641084f5606d.jpg
4e1946e6-ab99-45ab-9212-24dd4918903c,2022-08-09 13:00:58.210000+00:00,2022-08-19 16:37:26.847763+00:00,2022-08-19 16:37:26.847789+00:00,33.780549,-84.398248,,FALSE,Northern Mockingbird,Mimus polyglottos,normoc,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,Run over by car after the collision. Reporting for Michelle Wong,https://backend-static.dbird.org/uploads/89f5f12e-c9cf-4352-ae49-0abb2515cd50.png
7ee2f71f-1bae-4483-b9a8-47b25e31b842,2022-08-18 13:30:03+00:00,2022-08-18 13:30:46.424089+00:00,2022-09-06 22:40:19.513244+00:00,33.780053,-84.396292,8.36,TRUE,American Robin,Turdus migratorius,amerob,ADULT,UNKNOWN,DEAD,collision with building/structure,,https://backend-static.dbird.org/uploads/e8400f38-44b8-42d5-bdfa-94f2a0d5113c.jpg
b770a71b-518b-43dc-b34f-057d4a60805d,2022-08-20 17:35:40+00:00,2022-08-20 17:37:11.191927+00:00,2022-09-06 22:39:50.598725+00:00,33.779869,-84.396751,124.33,TRUE,Yellow-breasted Chat,Icteria virens,yebcha,UNKNOWN,UNKNOWN,DEAD,unknown,Here I saw many dead birds maybe this is tenth please help them,https://backend-static.dbird.org/uploads/eecd4388-c9bd-4ca1-ba5a-9dde4bd6c646.jpeg
dd9c712d-93e5-412f-a066-41f65a4ad7c0,2022-08-22 20:55:11+00:00,2022-08-22 21:01:04.612344+00:00,2022-09-06 22:38:28.769892+00:00,33.780023,-84.3962,,FALSE,American Robin,Turdus migratorius,amerob,ADULT,UNKNOWN,DEAD,collision with building/structure,Looks like it may have been here for some time due to carcass degradation. Associated iNaturalist observation with more photos: https://www.inaturalist.org/observations/132919893,https://backend-static.dbird.org/uploads/ce991226-c20a-4cab-84b2-357fe2d436b0.jpeg
f268d4dc-2406-4f1c-96d6-ef721cdaa066,2022-08-22 23:04:12.141000+00:00,2022-08-22 23:05:16.911680+00:00,2022-08-22 23:05:16.911702+00:00,33.776098,-84.396506,,FALSE,unknown,unknown,,ADULT,UNKNOWN,DEAD,unknown,,
8c627a25-ed07-4e79-840a-defd0620fba0,2022-08-26 17:30:33+00:00,2022-08-26 17:32:00.115830+00:00,2022-09-06 22:37:24.767603+00:00,33.779731,-84.396689,35,TRUE,Ruby-throated Hummingbird,Archilochus colubris,rthhum,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,,https://backend-static.dbird.org/uploads/888a32d3-64e4-41c1-ba72-d224fdc25d78.jpg
c4213dfd-491a-424e-b4cf-872e3be15d84,2022-08-29 21:54:11+00:00,2022-08-30 05:28:21.601344+00:00,2022-09-06 22:36:43.490679+00:00,33.780067,-84.396694,,FALSE,Black-and-white Warbler,Mniotilta varia,bawwar,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,Back of MoSE. Associated iNaturalist observation with more photos: https://www.inaturalist.org/observations/132919919,https://backend-static.dbird.org/uploads/fcac072a-263c-4734-9a7b-4420c790448b.jpeg
e47f1610-0d63-4d47-8e3c-981e1c24c4a3,2022-09-06 20:23:01.591000+00:00,2022-09-06 20:24:02.568711+00:00,2022-09-06 20:24:02.568742+00:00,33.778722,-84.39679,,FALSE,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,,
61efb550-d6f0-4f61-8d51-8c521b187f1b,2022-09-06 20:27:00+00:00,2022-09-06 20:28:37.339675+00:00,2024-11-14 18:15:11.362983+00:00,33.779658,-84.396677,35,TRUE,American Robin,Turdus migratorius,amerob,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,,https://backend-static.dbird.org/uploads/6184db3d-2506-4a9f-ba5c-5f01de8d8bc0.jpg
cc7b6c4f-d45b-4a63-b004-bcae634ecfa5,2022-09-06 20:54:57.676000+00:00,2022-09-06 20:57:42.526812+00:00,2022-09-06 20:57:42.526836+00:00,33.779531,-84.397069,,FALSE,American Robin,Turdus migratorius,amerob,ADULT,UNKNOWN,DEAD,collision with building/structure,,https://backend-static.dbird.org/uploads/83a05888-2e20-4e0c-b1d5-e307dc1b2ee8.jpeg
327fc586-6716-419b-a2c2-77abedfb603f,2022-09-06 21:51:56.253000+00:00,2022-09-06 21:54:05.267369+00:00,2022-09-06 21:54:05.267393+00:00,33.779653,-84.396715,,FALSE,American Robin,Turdus migratorius,amerob,ADULT,UNKNOWN,DEAD,collision with building/structure,Front of MoSE. Associated iNaturalist observation with more photos: http://www.inaturalist.org/observations/133964602,https://backend-static.dbird.org/uploads/2ca3fea7-7dde-466b-ae4c-4f2d3255b12b.jpeg
56fc8783-4b44-44f4-b8e1-909dd88cfd89,2022-09-07 14:47:06+00:00,2022-09-07 15:36:03.614843+00:00,2024-11-14 18:13:41.368165+00:00,33.774315,-84.395374,,FALSE,Northern Waterthrush,Parkesia noveboracensis,norwat,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,"Very clearly a victim of the Price Gilbert/Crosland Media Bridge. Yikes, maybe glass and bright lights at night aren’t such a great combination for birds. Associated iNat observation with more photos: http://www.inaturalist.org/observations/134047245",https://backend-static.dbird.org/uploads/d1858dfb-2369-43a8-a7c4-246bdbf19563.jpeg
17f560df-8104-4e3f-aecb-7735329d3374,2022-09-07 19:30:07.120000+00:00,2022-09-08 00:21:37.120585+00:00,2022-09-08 00:21:37.120608+00:00,33.779323,-84.404644,,FALSE,Common Yellowthroat,Geothlypis trichas,comyel,JUVENILE,UNKNOWN,DEAD,collision with building/structure,Outside Willage. Unsurprising given that nearly the entire facade is glass. Associated iNat observation with more photos: http://www.inaturalist.org/observations/134111515,https://backend-static.dbird.org/uploads/fc30d514-4b82-4771-81e9-34146d996bce.jpeg
8d857568-6756-46f2-9cfc-fde0e2a0e87e,2022-09-08 13:33:30.194000+00:00,2022-09-08 13:43:33.700060+00:00,2022-09-08 13:43:33.700089+00:00,33.77944,-84.396571,,FALSE,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown,,
3faa64ae-1946-4045-8a84-f75d395c9233,2022-09-08 17:50:10+00:00,2022-09-13 21:54:27.983297+00:00,2024-11-14 18:09:35.250235+00:00,33.776331,-84.387852,,FALSE,Northern Cardinal,Cardinalis cardinalis,norcar,JUVENILE,UNKNOWN,DEAD,unknown,It was dead and ants were eating the carcass,https://backend-static.dbird.org/uploads/9cce2e17-3f4e-45eb-a739-962c396db5c9.jpeg
850fad3b-41f7-401d-b93e-36c11321d19b,2022-09-09 15:15:53.952000+00:00,2022-09-09 15:19:35.983566+00:00,2022-09-09 15:19:35.983590+00:00,33.780086,-84.396572,14.15,TRUE,Hooded Warbler,Setophaga citrina,hoowar,ADULT,MALE,DEAD,collision with building/structure,Back of MoSE. Associated iNat observation: http://www.inaturalist.org/observations/134303027,https://backend-static.dbird.org/uploads/4bd3203d-56c2-4f08-a52c-356f7ee6a1c3.jpeg
6d503c9e-4d9a-4929-a48a-b3f130414032,2022-09-10 16:30:04.100000+00:00,2022-09-28 18:11:54.119084+00:00,2022-09-28 18:11:54.119107+00:00,33.774173,-84.393395,,FALSE,Brown Thrasher,Toxostoma rufum,brnthr,ADULT,UNKNOWN,INJURED,unknown,I give it to a rehab facility who has since stated it has passed away.,https://backend-static.dbird.org/uploads/5ac35f0a-90cd-46d6-92a0-9584eab52d96.jpeg
c5b945b2-5d44-4699-8330-b440b2b61646,2022-09-12 17:51:50+00:00,2022-09-12 17:55:07.897927+00:00,2024-11-14 18:06:01.923791+00:00,33.774346,-84.395261,,FALSE,Setophaga sp.,Setophaga sp.,dendro3,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,Back of Crosland tower. http://www.inaturalist.org/observations/134755925,https://backend-static.dbird.org/uploads/04f6f8ac-175b-434e-829e-0dcc592bd0ff.jpeg
fcb93c2d-f43a-40df-9d71-bf1143cf9c04,2022-09-12 18:13:42+00:00,2022-10-03 16:11:07.961534+00:00,2024-03-12 19:25:04.129405+00:00,33.77651,-84.40486,,FALSE,Sora,Porzana carolina,sora,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,Looks like it flew into the CRC windows,https://backend-static.dbird.org/uploads/1b6b8b3f-d0df-4b8b-a024-cb88c3c2f44b.jpg
24419c15-9121-47b2-8ccf-5243b12c6753,2022-09-12 18:37:49.359000+00:00,2022-09-12 18:42:01.105156+00:00,2022-09-12 18:42:01.105179+00:00,33.775533,-84.40396,,FALSE,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown,It's on stamps field by the lower parking garage entrance,
f6ca9718-4afc-4872-8a88-1f6b2f29bbbd,2022-09-12 18:43:15+00:00,2022-09-12 18:44:27.322382+00:00,2022-09-13 22:29:35.203322+00:00,33.775533,-84.40396,,FALSE,Sora,Porzana carolina,sora,UNKNOWN,UNKNOWN,DEAD,unknown,It's at the corner of stamps field by the lower parking garage entrance,https://backend-static.dbird.org/uploads/8eb08cde-4313-49f1-8710-ef5ceff147b3.jpg
1e3c62e8-0365-4ac4-839f-a4fa5f1bc882,2022-09-12 18:50:18+00:00,2022-09-12 19:08:18.372993+00:00,2022-09-13 22:26:18.342370+00:00,33.779987,-84.396796,,FALSE,Ruby-throated Hummingbird,Archilochus colubris,rthhum,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,Back of MoSE http://www.inaturalist.org/observations/134764609,https://backend-static.dbird.org/uploads/b5e85b97-db4f-454f-b602-c1258cf61aea.jpeg
f0b540d3-7b5f-4878-b329-07ae2d0edea0,2022-09-13 15:22:37+00:00,2022-09-13 15:23:58.305220+00:00,2024-11-14 18:02:26.084938+00:00,33.774533,-84.395193,25.93,TRUE,Setophaga sp.,Setophaga sp.,dendro3,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,,https://backend-static.dbird.org/uploads/60adf55c-2f8f-4d89-b33e-42eefbb37275.jpg
c4f69746-5dde-4c69-aebb-7f19069263ff,2022-09-14 12:51:41.375000+00:00,2022-10-14 12:55:52.222036+00:00,2022-10-14 12:55:52.222063+00:00,33.773626,-84.395127,,FALSE,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown,,
064cd246-a082-4152-8fb1-b71a3593c5b9,2022-09-15 18:00:50+00:00,2022-09-15 18:06:59.214044+00:00,2024-11-14 18:00:58.547176+00:00,33.774471,-84.396088,,FALSE,Common Yellowthroat,Geothlypis trichas,comyel,JUVENILE,UNKNOWN,DEAD,collision with building/structure,,https://backend-static.dbird.org/uploads/513f6a3e-bdb0-45e1-9d14-991f245357cd.jpeg
f2e32c3c-5b18-45ff-92b1-1d7bba0c6380,2022-09-15 18:13:12+00:00,2022-09-15 18:15:28.948365+00:00,2022-09-23 04:48:38.264442+00:00,33.779933,-84.395955,48.9,TRUE,Chestnut-sided Warbler,Setophaga pensylvanica,chswar,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,Female/immature male,https://backend-static.dbird.org/uploads/f2ac36fa-827e-4846-882c-b6b320f586ec.jpg
23a1a926-0c4b-4883-9f50-2c760cf8de58,2022-09-15 18:21:44.426000+00:00,2022-09-15 18:26:02.208330+00:00,2022-09-15 18:26:02.208357+00:00,33.77419,-84.395701,,FALSE,Ovenbird,Seiurus aurocapilla,ovenbi1,ADULT,UNKNOWN,DEAD,collision with building/structure,The lower window was covered with with an opaque sticker but the bird hit the upper panes which remained uncovered,
1f1ddd7f-8003-4e72-bd63-439c90c7417d,2022-09-15 18:26:09.559000+00:00,2022-09-15 18:28:14.128978+00:00,2022-09-15 18:28:14.129003+00:00,33.77415,-84.395835,,FALSE,Ovenbird,Seiurus aurocapilla,ovenbi1,ADULT,UNKNOWN,DEAD,collision with building/structure,Lower window was covered but the bird hit the upper part of the window,https://backend-static.dbird.org/uploads/d0597743-fa79-4f8d-afa9-a4461cd07ac2.jpeg
7ec5fd0f-fd95-408a-8c2e-47cada7d0884,2022-09-16 01:00:07.806000+00:00,2022-09-16 13:31:50.630721+00:00,2022-09-16 13:31:50.630743+00:00,33.779036,-84.406232,,FALSE,Ruby-throated Hummingbird,Archilochus colubris,rthhum,UNKNOWN,UNKNOWN,DEAD,unknown,hi,https://backend-static.dbird.org/uploads/6ba562c9-28ef-43be-9bc4-04b7de3b60c0.jpg
e69dd9da-bf25-48c3-af74-f27132c9ff25,2022-09-16 12:00:06.722000+00:00,2022-09-20 17:11:18.406875+00:00,2022-09-20 17:11:18.407112+00:00,33.780095,-84.403259,,FALSE,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown,,
034e5e87-9f7f-44ae-9e8f-e0615849777a,2022-09-16 12:40:36+00:00,2022-09-16 12:41:57.439742+00:00,2024-11-14 20:17:08.008394+00:00,33.779751,-84.402692,,FALSE,Common Yellowthroat,Geothlypis trichas,comyel,UNKNOWN,UNKNOWN,DEAD,unknown,:(,https://backend-static.dbird.org/uploads/3f361410-452a-4cd8-8732-2f026231b5c9.jpeg
f674fdf6-9789-4bc1-9e74-9a9c83ab84f0,2022-09-16 14:48:09+00:00,2022-09-16 14:49:31.517888+00:00,2024-11-14 20:16:46.051410+00:00,33.776748,-84.389428,15.08,TRUE,Northern Waterthrush,Parkesia noveboracensis,norwat,UNKNOWN,UNKNOWN,INJURED,collision with building/structure,,https://backend-static.dbird.org/uploads/66e15040-fdd8-41e0-942d-edd6ed29939e.jpg
937bc45a-0c0f-4fda-a62b-1dfff88d27ce,2022-09-17 17:01:06+00:00,2022-10-03 17:02:30.124506+00:00,2024-11-14 20:25:51.239922+00:00,33.780019,-84.396194,,FALSE,Chestnut-sided Warbler,Setophaga pensylvanica,chswar,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,Seems like it flew into the large windows of the MoSE building.,https://backend-static.dbird.org/uploads/22c0c6ec-0e22-4f4f-b4c0-74f9c8a90eff.jpg
0837818c-7f18-44fc-8248-f3ac72339fd5,2022-09-17 20:50:56+00:00,2022-09-17 20:52:01.146238+00:00,2022-09-23 04:36:47.489294+00:00,33.777122,-84.395904,30.87,TRUE,thrush sp.,Turdidae sp.,thrush1,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,,https://backend-static.dbird.org/uploads/705a9910-bde8-402d-9e61-5d68ef3aaa43.jpg
37ace548-cebd-4108-800d-167b3bb76701,2022-09-19 12:26:12+00:00,2022-09-19 17:45:23.795749+00:00,2024-11-14 20:12:19.202480+00:00,33.778462,-84.397152,,FALSE,Mourning Dove,Zenaida macroura,moudov,JUVENILE,UNKNOWN,DEAD,collision with building/structure,Found beneath a window by the entrances to Whitaker and Petit,https://backend-static.dbird.org/uploads/f646a191-64d2-4187-be08-fee59420ebcd.jpg
95e9b946-5ec7-4efa-bbc1-0d7f820633cc,2022-09-20 12:55:52.339000+00:00,2022-10-14 13:07:34.721072+00:00,2022-10-14 13:07:34.721104+00:00,33.774301,-84.395369,,FALSE,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown,,
f0e4069d-a62a-41f4-bc40-49bb74bcb698,2022-09-20 19:20:28.863000+00:00,2022-09-22 16:20:35.818609+00:00,2022-09-22 16:20:35.818632+00:00,33.778556,-84.397024,,FALSE,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,,
ccb135e9-8338-4e36-b9b2-4d23df328034,2022-09-21 17:27:29.338000+00:00,2022-09-21 17:35:12.045646+00:00,2022-09-21 17:35:12.045670+00:00,33.774177,-84.39583,,FALSE,Swainson's Thrush,Catharus ustulatus,swathr,ADULT,UNKNOWN,DEAD,collision with building/structure,,https://backend-static.dbird.org/uploads/055b531c-c044-452d-b438-f3178bd20fc4.jpeg
66250291-e555-47ea-ad4c-ef437bd19798,2022-09-21 17:28:11.567000+00:00,2022-09-21 17:31:24.888532+00:00,2022-09-21 17:31:24.888558+00:00,33.774174,-84.395814,,FALSE,Swainson's Thrush,Catharus ustulatus,swathr,ADULT,UNKNOWN,DEAD,collision with building/structure,,
08824421-44b3-4f0f-98dc-b0e3170b0d15,2022-09-21 17:47:24.086000+00:00,2022-09-21 17:52:39.828349+00:00,2022-09-21 17:52:39.828374+00:00,33.775185,-84.396554,,FALSE,Swainson's Thrush,Catharus ustulatus,swathr,ADULT,UNKNOWN,DEAD,collision with building/structure,"Broke a leg, in high traffic area (bike parking area) so might have been hit by something post collision",https://backend-static.dbird.org/uploads/32c9c417-29d7-4c95-ae68-13d008f6b0fe.jpeg
481557fb-9a63-4f5b-a6d5-2e7341f2eb9b,2022-09-21 18:11:45+00:00,2022-09-21 18:16:01.310974+00:00,2024-11-14 20:11:30.038146+00:00,33.776968,-84.396066,,FALSE,thrush sp.,Turdidae sp.,thrush1,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,"Likely a cat got to the corpse, it seems unlikely a bird would’ve been hanging out around here. The top windows of the building next to it have smudges on it, likely collision but unsure",https://backend-static.dbird.org/uploads/1b2e4bd5-892d-4af0-8d93-ec97fac7743e.jpeg
fd690c4c-e973-4e94-afcc-69c0ddea90a1,2022-09-21 18:36:15.897000+00:00,2022-09-21 18:47:54.691686+00:00,2022-09-21 18:47:54.691710+00:00,33.777081,-84.400985,,FALSE,Acadian Flycatcher,Empidonax virescens,acafly,ADULT,UNKNOWN,DEAD,collision with building/structure,,https://backend-static.dbird.org/uploads/d18e6d88-8d77-4106-9450-29528add3938.jpeg
454e1efb-cd08-40ff-8058-87121293e6e4,2022-09-23 13:08:02.069000+00:00,2022-10-14 13:08:49.921452+00:00,2022-10-14 13:08:49.921479+00:00,33.780008,-84.396511,,FALSE,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,,
d3a09509-040e-422b-bbd3-72ea8b6fee34,2022-09-23 14:22:50+00:00,2022-09-23 14:25:39.426385+00:00,2024-11-14 20:09:49.436423+00:00,33.779715,-84.396672,,FALSE,Wood Thrush,Hylocichla mustelina,woothr,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,,https://backend-static.dbird.org/uploads/33b939fb-7825-4af2-bd69-63fbfe9706d6.jpg
e306df0f-3091-4998-ad4a-d9fbff16e3c9,2022-09-23 14:36:02+00:00,2022-09-23 14:43:03.635128+00:00,2022-09-28 20:20:40.478767+00:00,33.779748,-84.396686,,FALSE,Wood Thrush,Hylocichla mustelina,woothr,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,"Found in front entrance of the Georgia Tech Molecular Science and Engineering Building.

User ID: Brown Thrasher",https://backend-static.dbird.org/uploads/5bfe3d50-b233-40ae-aa7c-1230330e4f6e.JPG
5f17901f-670f-47fd-8809-10e8dfcf81e7,2022-09-23 14:38:55+00:00,2022-09-23 14:40:07.586882+00:00,2022-09-28 20:22:29.254474+00:00,33.777353,-84.397372,,FALSE,Mourning Dove,Zenaida macroura,moudov,ADULT,UNKNOWN,DEAD,collision with building/structure,Clear window above dead bird,https://backend-static.dbird.org/uploads/d18d0f50-a732-42fa-8e66-3c7a8f97a6fd.jpeg
cdd331c8-7f5a-4b08-90c3-8d7d2867c8ea,2022-09-23 16:40:50.976000+00:00,2022-09-23 17:51:30.011701+00:00,2022-09-23 17:51:30.011725+00:00,33.777049,-84.397386,,FALSE,Mourning Dove,Zenaida macroura,moudov,ADULT,UNKNOWN,DEAD,collision with building/structure,,https://backend-static.dbird.org/uploads/3cb1fc32-e14c-4819-ad13-7002dbf1c709.jpeg
325c7ebe-2ecb-45a3-a1c1-f9e2bd9b68d1,2022-09-25 16:28:15+00:00,2022-09-25 16:30:33.099781+00:00,2022-09-28 20:14:42.139570+00:00,33.777214,-84.394923,,FALSE,Yellow-billed Cuckoo,Coccyzus americanus,yebcuc,UNKNOWN,UNKNOWN,DEAD,unknown,,https://backend-static.dbird.org/uploads/b027ca8d-3c5d-483e-96eb-3694c0be2167.jpg
eb794165-1165-464b-bf40-2867f159246c,2022-09-26 13:08:49.971000+00:00,2022-10-14 13:09:23.626090+00:00,2022-10-14 13:09:23.626116+00:00,33.773962,-84.396254,,FALSE,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown,,
87efb1b7-1cb1-4fc1-8a2d-d8a8558964bd,2022-09-26 16:10:59+00:00,2022-09-26 16:13:26.169968+00:00,2024-11-14 20:08:58.261681+00:00,33.779525,-84.396603,,FALSE,Tennessee Warbler,Leiothlypis peregrina,tenwar,UNKNOWN,UNKNOWN,DEAD,unknown,"On the stairs in bio quad, i moved it to the side of the stairs",https://backend-static.dbird.org/uploads/94075c07-b3b6-4374-bdaa-006c69d77c6e.jpeg
5beef1b1-96d2-4da9-8ef2-914c9003f818,2022-09-26 23:00:52+00:00,2022-09-26 23:01:32.702164+00:00,2022-09-28 20:16:42.290184+00:00,33.775387,-84.397022,35,TRUE,Swainson's Thrush,Catharus ustulatus,swathr,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,,https://backend-static.dbird.org/uploads/8386ae29-4bbe-4400-a03d-36da2b30ec31.jpeg
979c6a3c-3b26-47f0-9df7-e2ceadcdeaee,2022-09-27 20:50:48+00:00,2022-09-27 20:53:57.992399+00:00,2022-09-28 20:18:49.423186+00:00,33.772136,-84.394055,,FALSE,Ovenbird,Seiurus aurocapilla,ovenbi1,UNKNOWN,UNKNOWN,DEAD,unknown,,https://backend-static.dbird.org/uploads/d3118999-6204-44e7-b0d2-d16599b107eb.jpg
c7666f2d-5d56-4192-b3e0-38327e2722f3,2022-09-27 21:45:16+00:00,2022-09-27 21:49:14.616458+00:00,2024-11-14 20:06:52.694247+00:00,33.777679,-84.40378,,FALSE,Ovenbird,Seiurus aurocapilla,ovenbi1,ADULT,UNKNOWN,DEAD,collision with building/structure,Found by the back entrance to Montag residence hall.,https://backend-static.dbird.org/uploads/a789260a-d860-4a66-a2be-771bdf8bcf88.jpeg
96f4ac40-2377-4fcd-9484-f85cf045856d,2022-09-28 16:11:07.957000+00:00,2022-10-03 16:14:13.184203+00:00,2022-10-03 16:14:13.184226+00:00,33.775264,-84.399768,,FALSE,Gray Catbird,Dumetella carolinensis,grycat,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,,https://backend-static.dbird.org/uploads/f3d6d7c7-acaf-4d06-8f50-ba2376c03034.jpeg
8c481bd9-923d-4a6e-9ad2-26e3731c148d,2022-09-28 18:51:44+00:00,2022-09-28 18:53:04.701110+00:00,2022-09-28 20:19:28.708381+00:00,33.775806,-84.387471,17.86,TRUE,Wood Thrush,Hylocichla mustelina,woothr,UNKNOWN,UNKNOWN,DEAD,unknown,,https://backend-static.dbird.org/uploads/b75e8720-ffcb-41fc-8a66-b24f759d7420.jpg
ee475d38-eebc-46a2-811f-01689d09a464,2022-09-29 17:09:22+00:00,2022-09-29 17:10:35.890020+00:00,2024-11-14 20:06:17.372140+00:00,33.775172,-84.401682,35.41,TRUE,warbler sp. (Parulidae sp.),Parulidae sp.,warble,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,,https://backend-static.dbird.org/uploads/bcc57e6e-6ccb-47f4-8bc0-6aa11f21e45e.jpg
a98661df-3dee-4e75-8daf-7d630c38f557,2022-09-29 17:58:52+00:00,2022-09-29 18:09:06.842059+00:00,2024-11-14 20:26:04.531949+00:00,33.779931,-84.3963,42.5,TRUE,Tennessee Warbler,Leiothlypis peregrina,tenwar,UNKNOWN,UNKNOWN,DEAD,unknown,,https://backend-static.dbird.org/uploads/01b2c64a-b6bf-455e-be65-81d82522a9ac.jpg
b799fb93-ce3b-4b0c-b254-56fec9c0ce5b,2022-09-29 20:47:48.384000+00:00,2022-09-29 20:49:38.551819+00:00,2022-09-29 20:49:38.551842+00:00,33.775265,-84.39961,,FALSE,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown,,
6e9dbb22-f6bb-4aa9-9712-3c2f5a8aac5a,2022-09-30 20:46:38.886000+00:00,2022-09-30 20:48:44.628146+00:00,2022-09-30 20:48:44.628171+00:00,33.775214,-84.399618,35,TRUE,Gray Catbird,Dumetella carolinensis,grycat,ADULT,UNKNOWN,DEAD,collision with building/structure,There are ants eating its eyes ;(,https://backend-static.dbird.org/uploads/3c6ffdfc-3fe8-4237-80bf-7a6e23d8c11f.jpg
43f96a9b-cae2-4b77-8b9d-f4476b12c108,2022-10-03 03:35:15+00:00,2022-10-03 03:36:58.537036+00:00,2022-10-03 17:07:28.618964+00:00,33.780039,-84.396565,,FALSE,Gray Catbird,Dumetella carolinensis,grycat,UNKNOWN,UNKNOWN,DEAD,unknown,,https://backend-static.dbird.org/uploads/cb479650-dcec-4490-a51d-b08dcec20706.jpeg
0cddd3a2-3feb-4f7a-aae1-002ae8ee9063,2022-10-03 11:47:28+00:00,2022-10-03 11:55:03.676591+00:00,2024-11-14 20:04:07.366722+00:00,33.779772,-84.396642,,FALSE,Brown Thrasher,Toxostoma rufum,brnthr,UNKNOWN,UNKNOWN,DEAD,collision with building/structure,,https://backend-static.dbird.org/uploads/0e7f69be-a5ee-4cc7-900c-a3def1d4cbd5.jpg
1be4bdc0-c5e9-4f3f-bc70-d8116a16a7c0,2022-10-03 12:28:04+00:00,2022-10-03 12:31:08.172527+00:00,2022-10-06 03:25:30.723694+00:00,33.779613,-84.396844,,FALSE,Brown Thrasher,Toxostoma rufum,brnthr,ADULT,UNKNOWN,DEAD,collision with building/structure,,https://backend-static.dbird.org/uploads/6a7fcd9a-24b7-4d75-9cbf-6bb2423b69b3.jpg
5806b365-efda-4887-be30-9413c9e4acc0,2022-10-03 12:55:02+00:00,2022-10-03 12:57:37.344282+00:00,2024-11-14 20:02:48.853249+00:00,33.779795,-84.396661,,FALSE,Brown Thrasher,Toxostoma rufum,brnthr,ADULT,UNKNOWN,DEAD,collision with building/structure,Found on BioQuad staircase at GATech,https://backend-static.dbird.org/uploads/79ad2544-b676-4e7c-9e6f-6587da3a3a37.jpg
